	GSM4253927	GSM4253928	GSM4253929	GSM4253930	GSM4253931	GSM4253932	GSM4253933	GSM4253934	GSM4253935	GSM4253936	GSM4253937	GSM4253938	GSM4253939	GSM4253940	GSM4253941	GSM4253942	GSM4253943	GSM4253944
ENSG00000259755	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259772	8	0	0	0	0	17	0	0	0	0	0	0	10	2	0	9	0	1
ENSG00000259773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259776	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000259780	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ENSG00000259782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19
ENSG00000259807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259813	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259828	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000259833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259848	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	0	0	0
ENSG00000259861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259865	0	0	9	9	6	0	10	4	0	3	0	0	0	0	13	19	19	16
ENSG00000259866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259869	0	0	2	0	0	0	0	0	0	0	0	1	9	0	0	0	9	0
ENSG00000259870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259871	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259891	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000259922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259925	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259940	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ENSG00000259941	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259945	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0
ENSG00000259946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259948	0	20	56	36	35	10	1	0	34	4	0	0	15	0	4	0	95	0
ENSG00000259950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259952	10	0	1	2	10	4	6	9	9	3	0	0	1	11	4	4	0	0
ENSG00000259955	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000259959	7	0	0	12	0	3	3	0	0	0	0	10	0	6	0	0	20	0
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259969	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0
ENSG00000259970	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259972	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	2	0	8
ENSG00000259976	18	0	12	0	4	0	17	0	2	35	0	2	8	0	5	0	6	24
ENSG00000259977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259984	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259994	16	0	0	0	3	18	7	0	0	0	0	0	3	0	0	0	0	0
ENSG00000259995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260000	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0
ENSG00000260003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260005	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
ENSG00000260007	60	19	17	8	22	20	0	21	33	4	0	32	0	6	18	12	42	0
ENSG00000260008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260015	0	3	11	0	0	2	2	14	0	15	0	1	0	7	0	0	33	0
ENSG00000260017	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ENSG00000260021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260038	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260072	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ENSG00000260073	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260077	6	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSG00000260082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260091	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ENSG00000260092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260107	11	7	2	13	3	5	0	3	13	3	0	5	8	21	0	0	0	2
ENSG00000260108	14	22	3	4	8	22	0	2	0	0	0	0	0	2	0	0	0	0
ENSG00000260109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000260120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260121	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000260122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260126	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260136	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ENSG00000260137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260141	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0
ENSG00000260142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000260159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260170	3	34	34	0	0	1	15	12	0	39	20	3	32	0	0	18	58	37
ENSG00000260171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260176	0	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000260177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260179	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000260182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260196	0	0	0	12	0	15	17	11	0	0	0	0	0	10	0	22	0	0
ENSG00000260197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260212	65091	48801	53177	47533	47181	49886	46418	55199	63122	63485	77215	58350	66182	74328	65012	57127	66148	48222
ENSG00000260217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260246	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	6	6	0
ENSG00000260249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260252	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000260253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
ENSG00000260254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260257	4	3	23	1	0	0	0	13	3	0	0	0	0	4	0	0	0	13
ENSG00000260258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260261	9	1	0	9	1	8	11	22	0	0	0	0	0	0	11	15	0	0
ENSG00000260262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260267	1	5	1	16	4	21	0	0	23	13	0	0	8	0	28	14	1	0
ENSG00000260269	7	4	0	1	0	16	12	1	0	0	0	2	0	0	0	9	0	0
ENSG00000260271	13	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260272	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	39	0	0
ENSG00000260273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000260279	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000260288	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260293	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ENSG00000260296	0	0	0	9	0	0	0	0	0	9	0	0	0	0	8	0	0	0
ENSG00000260303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260316	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSG00000260322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260328	5	0	5	6	11	2	0	19	13	3	0	4	0	0	0	35	15	0
ENSG00000260331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260342	14	8	0	0	5	0	11	0	0	8	8	0	49	4	40	2	0	0
ENSG00000260344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260349	0	0	2	0	0	0	12	0	0	0	5	1	12	8	0	0	0	0
ENSG00000260350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260361	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260367	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000260368	0	0	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260370	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ENSG00000260371	0	1	0	11	9	7	1	0	0	6	46	0	24	0	0	24	4	1
ENSG00000260375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000260385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260401	96	0	33	21	34	35	2	2	28	69	3	40	68	14	40	5	22	0
ENSG00000260402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260404	8	0	0	16	5	9	0	16	0	21	0	20	30	8	0	23	19	14
ENSG00000260405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260412	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ENSG00000260413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
