	GSM4072022
Gm10256	0
Gm10257	0
Gm10259	0
Gm10260	0
Gm10263	0
Gm10264	0
Gm10267	0
Gm10268	12
Gm10269	0
Gm10271	0
Gm10272	0
Gm10273	95
Gm10275	3033
Gm10277	97
Gm10282	28
Gm10283	0
Gm10284	4
Gm10286	32
Gm10288	1792
Gm10290	0
Gm10291	5
Gm10292	0
Gm10293	5
Gm10295	33
Gm10297	33
Gm10298	0
Gm10300	49
Gm10302	12
Gm10306	2
Gm10307	0
Gm10308	0
Gm10309	72
Gm10310	0
Gm10311	13
Gm10312	1
Gm10313	0
Gm10318	0
Gm10319	1
Gm10320	1
Gm10322	6
Gm10323	4
Gm10324	0
Gm10327	7
Gm10330	96
Gm10334	0
Gm10335	12
Gm10337	0
Gm10338	0
Gm10339	0
Gm10340	0
Gm10343	2
Gm10352	0
Gm10354	5
Gm10355	0
Gm10356	0
Gm10357	0
Gm10358	0
Gm10359	0
Gm10360	0
Gm10364	0
Gm10375	0
Gm10376	0
Gm10377	0
Gm10378	0
Gm10382	257
Gm10384	12
Gm10392	59
Gm10401	0
Gm10406	12
Gm10408	0
Gm10409	19
Gm10410	0
Gm10413	0
Gm10418	18
Gm10420	0
Gm10424	0
Gm10428	0
Gm1043	41
Gm10434	6
Gm10436	0
Gm10439	0
Gm10443	0
Gm10444	0
Gm10447	69
Gm1045	3
Gm10451	44
Gm10471	1
Gm10476	0
Gm10477	0
Gm10478	7
Gm10479	19
Gm10481	8
Gm10486	0
Gm10487	0
Gm10488	0
Gm10490	8
Gm10491	0
Gm10493	0
Gm10499	67
Gm10509	3
Gm10518	34
Gm10521	115
Gm10540	1
Gm10542	0
Gm10548	49
Gm10549	6
Gm10553	0
Gm10557	47
Gm10563	72
Gm10566	0
Gm10570	2
Gm10571	25
Gm10577	0
Gm10580	0
Gm10581	0
Gm10582	0
Gm10583	0
Gm10591	0
Gm10600	320
Gm10601	0
Gm10604	26
Gm10608	14
Gm10617	2
Gm10620	0
Gm10638	115
Gm10639	5
Gm10642	435
Gm10643	38
Gm10644	43
Gm10645	97
Gm10647	21
Gm10651	0
Gm10653	14
Gm10654	3
Gm10662	14
Gm10663	0
Gm10665	0
Gm10666	0
Gm10668	0
Gm10670	0
Gm10681	0
Gm10684	2
Gm10689	0
Gm10693	9
Gm10696	0
Gm10697	0
Gm10698	147
Gm10702	5
Gm10704	2
Gm10705	159
Gm10709	0
Gm10715	42
Gm10717	112
Gm10718	67
Gm10719	97
Gm10720	0
Gm10721	93
Gm10722	34
Gm10731	4
Gm10735	34
Gm10736	0
Gm10750	4
Gm10754	0
Gm10762	212
Gm10767	39
Gm10770	0
Gm10772	0
Gm10774	0
Gm10775	21
Gm10778	141
Gm10780	345
Gm10782	0
Gm10784	0
Gm10787	0
Gm10794	0
Gm10797	21
Gm10799	0
Gm10800	370
Gm10801	144
Gm10803	0
Gm10805	1
Gm10807	0
Gm10812	0
Gm10813	0
Gm10819	27
Gm10837	0
Gm10840	0
Gm10842	2
Gm10845	5
Gm10849	0
Gm10912	110
Gm10913	0
Gm10916	2
Gm10921	0
Gm10922	0
Gm10923	0
Gm10925	18797
Gm10931	7
Gm10936	0
Gm10941	12
Gm10944	0
Gm10945	0
Gm10959	0
Gm10961	0
Gm10964	0
Gm10972	0
Gm10974	0
Gm10985	0
Gm10988	13
Gm10999	0
Gm11007	0
Gm11009	0
Gm11011	1
Gm11020	0
Gm11025	3
Gm11027	0
Gm11032	0
Gm11034	0
Gm11037	0
Gm11042	0
Gm11060	0
Gm11065	0
Gm11077	0
Gm11084	0
Gm11096	0
Gm11099	0
Gm1110	0
Gm11105	0
Gm11107	0
Gm11109	0
Gm11110	12
Gm11111	0
Gm11114	0
Gm11115	0
Gm11116	0
Gm11127	127
Gm1113	1
Gm11146	0
Gm11149	1
Gm11168	32
Gm11172	0
Gm11185	1
Gm11188	0
Gm11189	13
Gm11191	0
Gm11196	0
Gm11197	0
Gm11198	13
Gm11199	5
Gm11200	0
Gm11203	0
Gm11204	0
Gm11207	0
Gm11212	0
Gm11213	2
Gm11214	0
Gm11218	0
Gm11219	0
Gm11220	0
Gm11221	0
Gm11222	0
Gm11223	0
Gm11224	0
Gm11225	76
Gm11226	29
Gm11227	0
Gm11229	0
Gm1123	2
Gm11231	25
Gm11232	0
Gm11233	0
Gm11235	0
Gm11236	0
Gm11237	0
Gm11238	0
Gm11239	0
Gm11241	0
Gm11242	0
Gm11243	0
Gm11244	0
Gm11245	0
Gm11246	0
Gm11248	0
Gm11249	6
Gm11251	0
Gm11252	12
Gm11253	0
Gm11254	0
Gm11255	0
Gm11256	0
Gm11257	0
Gm11258	5
Gm11259	0
Gm11260	0
Gm11262	0
Gm11263	1
Gm11268	0
Gm11270	0
Gm11271	1
Gm11273	1241
Gm11278	1
Gm11279	0
Gm11281	4
Gm11282	1
Gm11284	1
Gm11285	0
Gm11295	0
Gm11298	1
Gm11307	0
Gm11313	0
Gm11318	0
Gm11320	0
Gm11321	0
Gm11322	0
Gm11325	0
Gm11331	36
Gm11333	0
Gm11334	0
Gm11336	4
Gm11338	0
Gm11340	0
Gm11341	0
Gm11343	4
Gm11344	1
Gm11346	119
Gm11348	0
Gm11349	0
Gm11350	0
Gm11352	0
Gm11353	0
Gm11354	0
Gm11355	0
Gm11356	0
Gm11357	0
Gm11358	0
Gm11359	0
Gm11360	0
Gm11361	0
Gm11362	3
Gm11363	3
Gm11366	8
Gm11367	0
Gm11369	0
Gm11370	0
Gm11371	1
Gm11372	0
Gm11380	5
Gm11382	0
Gm11383	1
Gm11384	0
Gm11385	0
Gm11386	0
Gm11387	0
Gm11388	0
Gm11389	6
Gm11392	0
Gm11393	0
Gm11394	0
Gm11395	0
Gm11397	0
Gm11398	12
Gm1140	0
Gm11400	55
Gm11401	0
Gm11403	0
Gm11404	0
Gm11405	1
Gm11406	0
Gm11407	3
Gm11408	1
Gm11409	0
Gm1141	1
Gm11410	7
Gm11411	0
Gm11414	0
Gm11416	0
Gm11420	0
Gm11421	0
Gm11422	3
Gm11424	1
Gm11425	2
Gm11427	31
Gm11429	0
Gm11430	0
Gm11432	0
Gm11433	0
Gm11434	0
Gm11437	3
Gm11438	0
Gm11439	5
Gm11440	3
Gm11443	0
Gm11444	15
Gm11445	0
Gm11446	0
Gm11447	22
Gm11448	0
Gm11449	0
Gm11450	0
Gm11451	0
Gm11452	0
Gm11453	0
Gm11456	0
Gm11460	4
Gm11461	0
Gm11462	2
Gm11469	2
Gm11470	0
Gm11471	0
Gm11472	4
Gm11473	0
Gm11474	0
Gm11475	1
Gm11478	8
Gm11480	0
Gm11481	0
Gm11483	8
Gm11484	1
Gm11485	0
Gm11486	0
Gm11487	0
Gm11488	0
Gm11489	0
Gm11490	1
Gm11492	0
Gm11498	0
Gm11500	0
Gm11501	0
Gm11502	0
Gm11504	0
Gm11506	1
Gm11507	0
Gm11509	0
Gm11510	2
Gm11511	1
Gm11512	11
Gm11514	0
Gm11516	0
Gm11517	6
Gm11518	0
Gm11522	0
Gm11524	0
Gm11531	9
Gm11533	0
Gm11539	0
Gm11540	6
Gm11541	0
Gm11543	0
Gm11544	0
Gm11545	0
Gm11546	0
Gm11550	1
Gm11553	0
Gm11554	0
Gm11555	0
Gm11556	0
Gm11557	3
Gm11558	0
Gm11559	2
Gm11560	4
Gm11561	0
Gm11562	0
Gm11563	0
Gm11564	0
Gm11565	0
Gm11566	0
Gm11567	0
Gm11568	0
Gm11569	0
Gm11572	0
Gm11573	0
Gm11575	3
Gm11576	6
Gm11577	0
Gm11578	0
Gm11581	1
Gm11582	0
Gm11584	0
Gm11585	4
Gm11590	0
Gm11591	0
Gm11594	0
Gm11595	0
Gm11596	0
Gm11597	0
Gm11598	0
Gm11599	2
Gm11600	1
Gm11604	9
Gm11605	0
Gm11606	0
Gm11609	0
Gm11617	0
Gm11618	0
Gm11619	0
Gm11620	3
Gm11621	0
Gm11622	0
Gm11623	4
Gm11624	0
Gm11625	3
Gm11627	4
Gm11628	0
Gm11631	0
Gm11633	2
Gm11634	5
Gm11637	0
Gm11639	1
Gm11643	0
Gm11644	0
Gm11645	0
Gm11649	0
Gm11652	27
Gm11653	26
Gm11658	0
Gm11660	1
Gm11661	5
Gm11662	2
Gm11663	0
Gm11667	1
Gm11668	0
Gm11673	0
Gm11675	0
Gm11676	0
Gm11677	0
Gm11679	6
Gm11686	0
Gm11687	0
Gm11688	2
Gm11689	0
Gm11692	0
Gm11693	6
Gm11694	0
Gm11698	4
Gm11699	5
Gm11700	0
Gm11701	1
Gm11702	0
Gm11703	0
Gm11704	0
Gm11708	0
Gm11718	0
Gm11719	4
Gm11726	0
Gm11733	2
Gm11735	0
Gm11736	2
Gm11737	67
Gm11742	0
Gm11743	9
Gm11744	17
Gm11745	9
Gm11746	0
Gm11756	1
Gm11757	0
Gm11758	0
Gm11759	7
Gm11760	2
Gm11761	4
Gm11763	0
Gm11764	2
Gm11765	0
Gm11771	0
Gm11774	0
Gm11779	0
Gm11780	0
Gm11781	0
Gm11783	6
Gm11784	5
Gm11785	0
Gm11786	0
Gm11787	2
Gm11790	0
Gm11792	0
Gm11793	3
Gm11794	0
Gm11796	0
Gm11797	0
Gm11798	0
Gm11799	6
Gm11800	18
Gm11801	0
Gm11803	0
Gm11804	0
Gm11805	16
Gm11808	4403
Gm11809	0
Gm11810	0
Gm11813	0
Gm11814	3
Gm11819	0
Gm11821	1
Gm11822	0
Gm11824	0
Gm11825	0
Gm11826	0
Gm11829	0
Gm11830	2
Gm11833	0
Gm11834	0
Gm11835	0
Gm11836	0
Gm11838	1
Gm11839	54
Gm11841	7
Gm11843	4
Gm11845	0
Gm11847	0
Gm11848	0
Gm11849	0
Gm11850	0
Gm11852	0
Gm11853	1
Gm11854	0
Gm11855	0
Gm11856	0
Gm11857	0
Gm11858	0
Gm11859	0
Gm11860	0
Gm11862	0
Gm11864	0
Gm11865	3
Gm11866	0
Gm11868	98
Gm11869	1
Gm11870	43
Gm11871	0
Gm11873	0
Gm11874	0
Gm11875	1
Gm11876	0
Gm11877	0
Gm11878	0
Gm11879	75
Gm11880	0
Gm11881	1
Gm11882	0
Gm11885	0
Gm11888	0
Gm11889	3
Gm11890	0
Gm11891	0
Gm11892	0
Gm11893	0
Gm11894	0
Gm11895	0
Gm11896	0
Gm11897	0
Gm11898	0
Gm11901	0
Gm11902	0
Gm11903	0
Gm11904	0
Gm11905	0
Gm11907	0
Gm11908	0
Gm11909	0
Gm11910	0
Gm11911	0
Gm11912	0
Gm11913	0
Gm11914	0
Gm11918	0
Gm11919	1
Gm11920	0
Gm11922	0
Gm11923	0
Gm11925	0
Gm11926	9
Gm11927	0
Gm11928	1
Gm11929	0
Gm11930	0
Gm11931	1
Gm11933	0
Gm11935	5
Gm11936	0
Gm11937	0
Gm11938	0
Gm11939	0
Gm11941	0
Gm11942	0
Gm11943	0
Gm11945	0
Gm11949	0
Gm11950	0
Gm11951	0
Gm11952	0
Gm11953	1
Gm11954	1
Gm11955	0
Gm11956	0
Gm11957	5
Gm11960	1292
Gm11962	0
Gm11964	0
Gm11965	0
Gm11966	0
Gm11969	12
Gm11970	0
Gm11971	0
Gm11972	0
Gm11975	17
Gm11976	0
Gm11977	0
Gm11978	0
Gm11979	0
Gm11980	0
Gm11982	0
Gm11983	0
Gm11984	0
Gm11985	0
Gm11987	0
Gm11988	0
Gm11989	2
Gm11990	0
Gm11991	0
Gm11992	289
Gm11993	0
Gm11996	0
Gm11997	0
Gm12001	1
Gm12003	1
Gm12004	0
Gm12005	1
Gm12006	0
Gm12007	0
Gm12008	0
Gm12009	0
Gm12010	0
Gm12011	0
Gm12012	0
Gm12013	0
Gm12014	2
Gm12015	0
Gm12016	0
Gm12017	1
Gm12019	0
Gm12020	1
Gm12021	14
Gm12024	7
Gm12025	0
Gm12026	0
Gm12028	0
Gm12029	0
Gm12030	0
Gm12033	0
Gm12034	1
Gm12035	7
Gm12036	20
Gm12038	0
Gm12039	0
Gm12040	0
Gm12041	0
Gm12042	2
Gm12044	0
Gm12045	0
Gm12046	0
Gm12047	4
Gm12053	0
Gm12057	8
Gm12058	0
Gm12062	0
Gm12067	0
Gm12070	12
Gm12071	0
Gm12072	0
Gm12073	0
Gm12074	0
Gm12075	0
Gm12077	0
Gm12079	2
Gm12080	7
Gm12085	0
Gm12086	0
Gm12087	0
Gm12090	4
Gm12091	0
Gm12093	1
Gm12094	2
Gm12095	5
Gm12096	19
Gm12097	105
Gm12098	21
Gm12099	0
Gm12101	2
Gm12102	5
Gm12103	14
Gm12104	4
Gm12105	4
Gm12106	4
Gm12109	2
Gm12110	0
Gm12112	0
Gm12115	0
Gm12117	0
Gm12118	1
Gm12123	50
Gm12124	1
Gm12125	0
Gm12129	1
Gm12131	0
Gm12133	0
Gm12134	0
Gm12135	0
Gm12136	0
Gm12137	0
Gm12138	11
Gm12140	0
Gm12142	0
Gm12143	0
Gm12149	0
Gm12151	0
Gm12152	0
Gm12155	0
Gm12156	0
Gm12161	6
Gm12163	0
Gm12164	10
Gm12165	1
Gm12166	26
Gm12168	23
Gm12169	0
Gm12170	0
Gm12173	0
Gm12174	0
Gm12175	0
Gm12176	3
Gm12178	0
Gm12179	0
Gm12180	0
Gm12181	0
Gm12182	9
Gm12183	0
Gm12184	79
Gm12185	163
Gm12186	0
Gm12187	10
Gm12188	5
Gm12189	0
Gm12190	0
Gm12191	177
Gm12192	7
Gm12193	0
Gm12194	0
Gm12196	2
Gm12201	0
Gm12202	0
Gm12203	0
Gm12206	0
Gm12208	0
Gm12209	0
Gm12210	0
Gm12213	2
Gm12216	100
Gm12217	0
Gm12218	0
Gm12219	4
Gm12220	0
Gm12221	1
Gm12222	0
Gm12225	0
Gm12226	0
Gm12229	13
Gm12230	10
Gm12231	0
Gm12235	0
Gm12237	0
Gm12240	0
Gm12241	0
Gm12242	1
Gm12244	0
Gm12245	0
Gm12247	1
Gm12248	11
Gm12250	271
Gm12251	0
Gm12252	0
Gm12253	17
Gm12254	0
Gm12255	0
Gm12258	186
Gm12260	0
Gm12261	3
Gm12262	0
Gm12263	0
Gm12266	25
Gm12267	1
Gm12268	0
Gm12269	1
Gm12271	0
Gm12274	0
Gm12275	4
Gm12276	35
Gm12281	0
Gm12285	0
Gm12286	12
Gm12287	0
Gm12288	0
Gm12291	0
Gm12293	0
Gm12294	0
Gm12297	0
Gm12303	5
Gm12304	7
Gm12306	0
Gm12307	0
Gm12308	0
Gm12309	0
Gm12310	0
Gm12311	0
Gm12312	0
Gm12313	0
Gm12314	0
Gm12317	0
Gm12318	0
Gm12321	0
Gm12322	9
Gm12327	0
Gm12328	0
Gm12329	0
Gm12331	0
Gm12332	0
Gm12335	6
Gm12337	0
Gm12338	0
Gm12340	2
Gm12341	3
Gm12344	1
Gm12345	0
Gm12346	48
Gm12350	0
Gm12351	0
Gm12353	10
Gm12355	0
Gm12358	0
Gm12361	0
Gm12362	0
Gm12363	12
Gm12365	4
Gm12366	50
Gm12368	0
Gm12369	0
Gm12370	0
Gm12372	0
Gm12375	0
Gm12376	0
Gm12377	0
Gm12378	1
Gm12379	0
Gm12380	0
Gm12382	0
Gm12383	0
Gm12384	0
Gm12385	2
Gm12386	0
Gm12387	0
Gm12388	1
Gm12389	0
Gm12390	2
Gm12391	1
Gm12392	0
Gm12393	0
Gm12394	75
Gm12396	21
Gm12397	28
Gm12399	0
Gm12400	0
Gm12401	2
Gm12402	0
Gm12403	28
Gm12407	0
Gm12411	0
Gm12412	0
Gm12413	0
Gm12416	23
Gm12417	0
Gm12418	0
Gm12419	11
Gm12420	0
Gm12421	1
Gm12422	0
Gm12423	0
Gm12424	98
Gm12425	0
Gm12427	0
Gm12428	0
Gm12430	4
Gm12431	0
Gm12432	0
Gm12433	0
Gm12435	155
Gm12438	0
Gm12439	16
Gm12441	0
Gm12442	0
Gm12443	0
Gm12444	0
Gm12445	4
Gm12447	0
Gm12448	0
Gm12449	0
Gm12451	0
Gm12452	0
Gm12453	0
Gm12455	0
Gm12458	1
Gm12459	0
Gm12460	1
Gm12461	2
Gm12463	3
Gm12464	1
Gm12465	0
Gm12466	0
Gm12467	0
Gm12468	0
Gm12469	0
Gm12470	16
Gm12475	0
Gm12477	0
Gm12479	0
Gm12481	160
Gm12482	0
Gm12485	2
Gm12486	0
Gm12488	0
Gm12489	0
Gm12490	3
Gm12492	0
Gm12494	0
Gm12495	0
Gm12497	1
Gm12499	0
Gm12501	0
Gm12502	0
Gm12504	25
Gm12507	6
Gm12508	0
Gm12509	0
Gm12512	0
Gm12513	0
Gm12515	0
Gm12516	2
Gm12517	3
Gm12518	0
Gm12520	0
Gm12527	0
Gm12529	6
Gm12535	0
Gm12537	7
Gm12538	1
Gm12539	0
Gm12540	0
Gm12543	7
Gm12550	0
Gm12551	12
Gm12564	2
Gm12565	0
Gm12566	0
Gm12568	1
Gm12570	0
Gm12571	3
Gm12573	7
Gm12577	10
Gm12578	0
Gm12579	0
Gm12582	0
Gm12583	1
Gm12584	19
Gm12585	0
Gm12586	0
Gm12587	0
Gm12591	2
Gm12593	0
Gm12598	0
Gm12599	0
Gm12601	0
Gm12604	0
Gm12607	0
Gm12608	3
Gm12611	1
Gm12612	0
Gm12613	0
Gm12614	0
Gm12615	0
Gm12616	0
Gm12617	0
Gm12618	0
Gm12619	0
Gm12620	0
Gm12621	0
Gm12622	1
Gm12623	0
Gm12624	0
Gm12625	0
Gm12626	0
Gm12627	0
Gm12628	0
Gm12630	44
Gm12632	0
Gm12633	0
Gm12634	0
Gm12635	0
Gm12636	0
Gm12638	0
Gm12639	0
Gm12640	0
Gm12641	0
Gm12642	0
Gm12643	1
Gm12644	0
Gm12645	3
Gm12646	0
Gm12647	0
Gm12650	0
Gm12653	0
Gm12654	0
Gm12656	6
Gm12657	10
Gm12661	4
Gm12663	0
Gm12664	0
Gm12666	0
Gm12667	0
Gm12669	74
Gm12671	0
Gm12677	0
Gm12683	0
Gm12684	0
Gm12685	0
Gm12686	0
Gm12687	0
Gm12689	10
Gm12691	0
Gm12692	0
Gm12693	59
Gm12695	0
Gm12696	105
Gm12697	2
Gm12700	0
Gm12704	0
Gm12706	9
Gm12710	0
Gm12712	4
Gm12713	6
Gm12715	0
Gm12716	0
Gm12717	1
Gm12719	0
Gm12721	0
Gm12722	0
Gm12723	0
Gm12726	0
Gm12727	0
Gm12728	0
Gm12731	0
Gm12732	0
Gm12733	0
Gm12734	49
Gm12736	0
Gm12738	0
Gm12739	2
Gm12740	0
Gm12741	6
Gm12742	0
Gm12745	0
Gm12748	0
Gm12749	16
Gm12751	39
Gm12752	0
Gm12754	0
Gm12755	0
Gm12757	4
Gm12760	1
Gm12765	0
Gm12768	0
Gm12770	0
Gm12771	0
Gm12773	0
Gm12774	13
Gm12778	0
Gm12779	0
Gm12780	0
Gm12782	0
Gm12783	3
Gm12785	0
Gm12787	0
Gm12788	0
Gm12789	37
Gm12790	0
Gm12791	0
Gm12792	0
Gm12793	1
Gm12794	0
Gm12795	7
Gm12797	0
Gm12799	0
Gm128	15
Gm12800	0
Gm12803	0
Gm12804	0
Gm12805	0
Gm12806	0
Gm12807	0
Gm12808	7
Gm12813	0
Gm12814	0
Gm12815	0
Gm12816	5
Gm12817	0
Gm12818	0
Gm12819	0
Gm12820	0
Gm12821	0
Gm12825	0
Gm12826	1
Gm12830	0
Gm12833	1
Gm12834	0
Gm12837	0
Gm12838	0
Gm12842	0
Gm12844	0
Gm12845	0
Gm12846	8
Gm12848	2
Gm12849	0
Gm12850	0
Gm12851	0
Gm12852	5
Gm12854	6
Gm12855	0
Gm12856	0
Gm12857	0
Gm12858	0
Gm12859	1
Gm12864	0
Gm12870	18
Gm12871	0
Gm12872	0
Gm12873	5
Gm12874	0
Gm12875	0
Gm12876	0
Gm12877	0
Gm12878	0
Gm12879	365
Gm12880	0
Gm12881	0
Gm12882	16
Gm12883	0
Gm12884	0
Gm12885	0
Gm12886	7
Gm12887	0
Gm12888	0
Gm12889	10
Gm12890	0
Gm12891	0
Gm12892	0
Gm12893	0
Gm12895	0
Gm12896	0
Gm12897	0
Gm12899	0
Gm12900	0
Gm12901	0
Gm12902	11
Gm12903	5
Gm12904	1
Gm12906	0
Gm12912	2
Gm12917	16
Gm12918	1235
Gm12919	0
Gm12920	0
Gm12922	0
Gm12924	1
Gm12926	19
Gm12928	0
Gm12929	0
Gm12931	0
Gm12933	2
Gm12934	8
Gm12935	3
Gm12936	2
Gm12937	2
Gm12939	0
Gm12941	2
Gm12942	240
Gm12943	0
Gm12944	13
Gm12947	0
Gm12948	6
Gm12950	1
Gm12954	0
Gm12955	3
Gm12956	0
Gm12957	0
Gm12959	7
Gm12960	21
Gm12961	13
Gm12966	7
Gm12967	0
Gm12969	8
Gm12978	6
Gm12980	0
Gm12982	0
Gm12983	0
Gm12985	0
Gm12986	0
Gm12987	6
Gm12988	0
Gm12989	0
Gm12990	2
Gm12991	0
Gm12993	1
Gm12994	1
Gm12997	0
Gm12998	1
Gm13000	0
Gm13002	25
Gm13005	0
Gm13006	0
Gm13007	0
Gm13009	0
Gm13013	1
Gm13015	0
Gm13019	0
Gm13022	0
Gm13023	0
Gm13024	1
Gm13030	0
Gm13033	6
Gm13034	10
Gm13035	0
Gm13036	0
Gm13038	20
Gm13039	12
Gm13040	0
Gm13041	0
Gm13042	0
Gm13043	0
Gm13045	0
Gm13046	0
Gm13047	2
Gm1305	11
Gm13050	4
Gm13051	5
Gm13057	0
Gm13058	0
Gm13059	0
Gm13064	0
Gm13065	0
Gm13071	9
Gm13076	0
Gm13077	0
Gm13078	0
Gm13080	2
Gm13081	5
Gm13082	0
Gm13083	8
Gm13084	0
Gm13085	0
Gm13087	0
Gm13088	0
Gm13089	0
Gm13090	3
Gm13092	29
Gm13094	2
Gm13097	7
Gm13100	0
Gm13101	0
Gm13102	0
Gm13103	0
Gm13104	1
Gm13106	0
Gm13108	0
Gm13114	0
Gm13117	5
Gm13118	0
Gm13119	0
Gm13120	0
Gm13121	0
Gm13122	0
Gm13123	0
Gm13124	0
Gm13125	0
Gm13126	0
Gm13127	0
Gm13128	0
Gm13130	0
Gm13131	0
Gm13132	0
Gm13135	0
Gm13136	3
Gm13137	0
Gm13139	446
Gm13140	0
Gm13141	4
Gm13142	1
Gm13144	0
Gm13145	0
Gm13146	8
Gm13147	2
Gm13148	0
Gm13149	0
Gm13150	6
Gm13151	0
Gm13152	371
Gm13153	0
Gm13154	12
Gm13155	1
Gm13156	7
Gm13157	336
Gm13158	0
Gm13160	0
Gm13161	4
Gm13162	0
Gm13163	4
Gm13167	0
Gm13168	8
Gm13169	2
Gm13170	2
Gm13171	25
Gm13172	0
Gm13176	0
Gm13177	0
Gm13178	0
Gm13181	0
Gm13182	0
Gm13183	0
Gm13186	0
Gm13188	0
Gm13192	0
Gm13193	0
Gm13194	3
Gm13195	0
Gm13196	0
Gm13197	0
Gm13198	15
Gm13199	26
Gm13202	1
Gm13204	38
Gm13207	13
Gm13210	0
Gm13212	105
Gm13213	2
Gm13214	0
Gm13215	1
Gm13216	7
Gm13217	0
Gm13220	0
Gm13221	0
Gm13222	0
Gm13223	0
Gm13224	0
Gm13225	65
Gm13226	0
Gm13228	0
Gm13229	0
Gm13230	0
Gm13231	0
Gm13232	0
Gm13233	0
Gm13234	0
Gm13235	0
Gm13237	97
Gm13238	15
Gm13239	5
Gm13240	7
Gm13241	11
Gm13242	3
Gm13243	0
Gm13244	0
Gm13245	2
Gm13246	4
Gm13247	11
Gm13248	179
Gm13249	0
Gm13250	0
Gm13251	619
Gm13252	3
Gm13254	0
Gm13255	19
Gm13259	0
Gm13260	1
Gm13263	0
Gm13265	0
Gm13268	0
Gm13271	1
Gm13272	0
Gm13273	0
Gm13275	0
Gm13276	0
Gm13277	0
Gm13278	0
Gm13279	0
Gm13281	0
Gm13282	2
Gm13283	8
Gm13284	0
Gm13285	20
Gm13286	0
Gm13287	0
Gm13288	7
Gm13289	0
Gm13290	4
Gm13292	4
Gm13294	0
Gm13296	1
Gm13297	0
Gm1330	0
Gm13301	192
Gm13302	20
Gm13303	0
Gm13304	0
Gm13305	3
Gm13306	8
Gm13310	0
Gm13311	0
Gm13312	5
Gm13313	0
Gm13314	0
Gm13315	4
Gm13316	0
Gm13321	1
Gm13323	101
Gm13325	0
Gm13326	0
Gm13328	43
Gm13329	0
Gm13331	8
Gm13332	2
Gm13333	3
Gm13337	0
Gm13338	0
Gm13339	2
Gm13340	163
Gm13341	45
Gm13342	0
Gm13343	0
Gm13345	0
Gm13347	0
Gm13349	9
Gm1335	0
Gm13350	8
Gm13351	8
Gm13352	0
Gm13353	0
Gm13355	0
Gm13356	0
Gm13357	36
Gm13358	0
Gm13359	0
Gm13360	0
Gm13361	0
Gm13363	6
Gm13365	2
Gm13366	0
Gm13367	0
Gm13368	0
Gm13369	23
Gm13370	608
Gm13377	0
Gm13378	22
Gm13379	0
Gm13384	0
Gm13385	0
Gm13386	0
Gm13392	0
Gm13394	0
Gm13396	0
Gm13397	0
Gm13400	3
Gm13401	4
Gm13406	2
Gm13407	7
Gm13408	16
Gm13409	0
Gm13410	0
Gm13413	1
Gm13414	0
Gm13416	0
Gm13418	0
Gm13419	0
Gm13420	5
Gm13422	1
Gm13423	19
Gm13424	0
Gm13426	0
Gm13428	0
Gm13430	0
Gm13432	0
Gm13433	2
Gm13435	0
Gm13436	0
Gm13437	0
Gm13438	0
Gm13439	0
Gm13440	0
Gm13443	0
Gm13444	0
Gm13445	0
Gm13450	0
Gm13451	0
Gm13452	0
Gm13453	206
Gm13454	0
Gm13455	0
Gm13456	8
Gm13457	0
Gm13458	0
Gm13459	0
Gm13460	0
Gm13461	6
Gm13462	0
Gm13463	0
Gm13464	0
Gm13466	1
Gm13469	0
Gm13471	0
Gm13472	0
Gm13473	0
Gm13474	4
Gm13475	0
Gm13477	63
Gm13478	0
Gm13482	0
Gm13484	0
Gm13486	1
Gm13487	1
Gm13488	0
Gm13489	0
Gm13491	0
Gm13492	0
Gm13493	0
Gm13494	0
Gm13495	2
Gm13498	1
Gm13500	0
Gm13501	0
Gm13502	95
Gm13503	0
Gm13504	0
Gm13505	0
Gm13506	0
Gm13508	0
Gm13509	14
Gm13510	9
Gm13511	11
Gm13517	27
Gm13518	0
Gm13521	7
Gm13525	0
Gm13526	0
Gm13527	0
Gm13529	0
Gm13531	0
Gm13532	0
Gm13533	0
Gm13534	14
Gm13535	96
Gm13537	3
Gm13539	0
Gm13541	0
Gm13542	2
Gm13543	16
Gm13545	1
Gm13547	1
Gm13548	1
Gm13549	0
Gm13550	0
Gm13551	0
Gm13552	0
Gm13555	0
Gm13557	0
Gm13559	0
Gm13560	0
Gm13566	0
Gm13567	0
Gm13570	7
Gm13573	4
Gm13574	10
Gm13576	0
Gm13577	0
Gm13578	0
Gm13579	0
Gm13581	0
Gm13586	13
Gm13588	0
Gm13590	10
Gm13592	0
Gm13593	0
Gm13597	51
Gm136	0
Gm13600	0
Gm13602	0
Gm13603	0
Gm13604	4
Gm13607	4
Gm13608	24
Gm13611	0
Gm13612	0
Gm13614	0
Gm13615	11
Gm13616	0
Gm13622	20
Gm13623	3
Gm13624	0
Gm13626	0
Gm13627	0
Gm13633	0
Gm13640	0
Gm13641	1
Gm13642	0
Gm13649	1
Gm13650	3
Gm13651	0
Gm13653	1
Gm13655	0
Gm13664	1
Gm13665	3
Gm13666	13
Gm13668	0
Gm13669	0
Gm13670	0
Gm13672	0
Gm13673	3
Gm13674	0
Gm13675	0
Gm13676	0
Gm13677	0
Gm13678	0
Gm13679	0
Gm13680	0
Gm13681	0
Gm13682	0
Gm13683	4
Gm13685	0
Gm13687	2
Gm13688	4
Gm13689	67
Gm13690	2
Gm13691	1
Gm13692	0
Gm13693	1
